"cell_id","lat","long","proportion_cover","cell_category_all","pcoldq","pwarmq","amt","ts","arid","th","clay"
729,-18.35000009,132.88333351,1,"land",-0.733019896743863,0.115945639948828,1.18569859066489,-0.135973576144254,-0.346630388284238,-0.713880644659641,-1.5634188236933
730,-18.35000009,133.71666685,1,"land",-0.717946304309552,0.0441534107179924,1.15026777287889,-0.249200991787321,-0.347621298582756,-0.323178950182444,-0.443330810125773
731,-18.35000009,134.55000019,1,"land",-0.70202770864457,0.0416896727880979,1.10418108695084,-0.237474720311383,-0.350691678465399,-0.751636760639511,2.27750423933466
732,-18.35000009,135.38333353,1,"land",-0.68788002932907,0.177001376083627,1.07980278114319,-0.245779402390897,-0.340109792991211,-0.81154205365048,2.73361972614686
733,-18.35000009,136.21666687,1,"land",-0.689349230297464,0.304743986077489,1.03572764609927,-0.279373701231361,-0.331163418250553,-0.738944319326303,2.40796138687711
734,-18.35000009,137.05000021,1,"land",-0.715539169979979,0.530018592023821,0.996407739995374,-0.370288578027768,-0.243932128721208,-0.482741069548485,-0.63296785328688
735,-18.35000009,137.88333355,1,"land",-0.720834435987274,0.655966791520833,1.0958515663884,-0.514154617836137,-0.138883851855701,0.0924844881966504,-0.897616133040966
736,-18.35000009,138.71666689,1,"land",-0.722644707423437,0.744867751545291,1.20135612858858,-0.600987784281914,-0.0717764520823899,-0.00628703608002844,-0.216750916866633
737,-18.35000009,139.55000023,1,"land",-0.737805746339092,0.910517028686566,1.14524766500509,-0.684614745506088,-0.0392583145798028,-0.650610955056064,2.03362876925817
738,-18.35000009,140.38333357,1,"land",-0.727244728033216,0.998579413868812,1.1683362037804,-0.850537837075085,0.0353964588537741,-0.704457823405762,1.60256883796696
739,-18.35000009,141.21666691,1,"land",-0.720073595303561,1.09113786374983,1.25565451117304,-0.936516901630967,0.0138609775932254,-0.805119546742205,1.05965553092542
740,-18.35000009,142.05000025,1,"land",-0.700205406540849,1.17424930151182,1.26844739916784,-1.05703673879135,0.0285455845279549,-0.356562774624665,-0.483092082952995
741,-18.35000009,142.88333359,1,"land",-0.699010586109234,1.19175210234753,1.09860154037821,-1.04562813644354,0.118164735832284,-0.0801291978692177,-0.299512968689448
742,-18.35000009,143.71666693,1,"land",-0.679616826825899,1.31525324618077,0.699357483366903,-1.00553716598688,0.232966418984668,1.35668563581203,0.797551206042237
743,-18.35000009,144.55000027,1,"land",-0.596112494994764,1.34810644756323,0.205670820034634,-1.03123457077756,0.22798002543107,1.40566091540202,2.33315148489433
744,-18.35000009,145.38333361,1,"land",0.0941077739993483,2.83301609857232,-0.0414063606052861,-1.17288143263407,0.909492363163348,1.3667672425484,0.580039835546235
745,-18.35000009,146.21666695,0.49,"land",0.961044683910582,5.29493488554054,0.371578122454226,-1.36637031912114,2.76704269250614,3.11378887202667,-0.0621175582038499
746,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
747,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
748,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
749,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
750,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
751,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
752,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
753,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
754,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
755,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
756,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
757,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
758,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
759,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
760,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
761,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
762,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
763,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
764,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
765,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
766,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
767,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
768,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
769,-19.18333343,121.21666675,0.26,"land",-0.61092093318414,0.504774637769614,1.32063574447345,-0.848215472980904,-0.381459234613989,-0.655430828942468,-0.138267072785894
770,-19.18333343,122.05000009,1,"land",-0.593540955442157,0.138904220734721,1.40509839612852,-0.594588215782183,-0.323185042164515,-0.371477439474039,-1.17511945747719
771,-19.18333343,122.88333343,1,"land",-0.621971216012664,0.230235069207241,1.42875446837482,-0.314212542102894,-0.344486136575994,-0.286820191882503,-1.0506032954523
772,-19.18333343,123.71666677,1,"land",-0.651167331782564,0.178299974113048,1.46859513815495,-0.203882449146205,-0.401615698432432,-0.538764289183429,-1.10272766532504
773,-19.18333343,124.55000011,1,"land",-0.713279604193971,0.0231642102433547,1.50598354167729,-0.199290440515277,-0.449647617458392,-0.445772225641792,-1.0077123908712
774,-19.18333343,125.38333345,1,"land",-0.740372490304978,-0.00812231297275885,1.54753310780432,-0.372802444787845,-0.477341536318097,-0.355932384627605,-0.705224549653775
775,-19.18333343,126.21666679,1,"land",-0.718602205045577,0.139916601512307,1.46491201681782,-0.438613800355102,-0.495414687545052,-0.211996673940303,-0.72144023290088
776,-19.18333343,127.05000013,1,"land",-0.709943283236389,0.175467577499919,1.2653241662391,-0.336986489725735,-0.491843325902561,-0.261060189051936,-0.960493010348857
777,-19.18333343,127.88333347,1,"land",-0.699829359565578,0.0819005294481679,1.23310562387571,-0.183152848806115,-0.47363471781608,-0.47858606224134,-0.876568768233903
778,-19.18333343,128.71666681,1,"land",-0.694024677146218,-0.0705376537962146,1.04455139747361,-0.0687013931820937,-0.447949264404461,-0.0845040444895396,-1.21014269071963
779,-19.18333343,129.55000015,1,"land",-0.725956987896282,0.0376992165386038,0.848211349373134,0.134537682566113,-0.415410704062745,-0.528585350831098,-1.56737207719998
780,-19.18333343,130.38333349,1,"land",-0.742216654029035,0.122562583212791,0.857172262164796,0.256364694394173,-0.402396451128302,-0.178097336017996,-1.4657954500519
781,-19.18333343,131.21666683,1,"land",-0.746749984707822,0.237470420196619,1.01793533687066,0.219767859049716,-0.405624211312476,-0.565756795759869,-1.56737207719998
782,-19.18333343,132.05000017,1,"land",-0.73746030771733,0.298837687952189,1.05847755357215,0.178612359067922,-0.407167123868594,-0.517177996865172,-1.56737207719998
783,-19.18333343,132.88333351,1,"land",-0.739195152914519,0.313597031930764,1.10963201658788,0.056660757858403,-0.414199754142645,-0.612287849197191,-1.56737207719998
784,-19.18333343,133.71666685,1,"land",-0.733205736154502,0.190030613881844,1.06946620679228,-0.0970255386571044,-0.402181169515837,-0.392983945077363,-1.37186910173534
785,-19.18333343,134.55000019,1,"land",-0.726434701310044,0.230813420095988,1.07300002455384,-0.100049253102973,-0.425426532852406,-0.36358632214703,-0.0080886693895001
786,-19.18333343,135.38333353,1,"land",-0.726447816197208,0.145507003470468,1.03207735356038,-0.0366785426882453,-0.460367009396034,-0.771635017974902,1.59384765449666
787,-19.18333343,136.21666687,1,"land",-0.730542788548913,0.184798104725877,0.971513167607136,-0.000169573272846432,-0.483836840962669,-0.823142963645821,2.32890556748852
788,-19.18333343,137.05000021,1,"land",-0.723746618574921,0.18729355835938,0.919223637649406,-0.0449879560100928,-0.442461157089612,-0.684261496061567,2.1141395737448
789,-19.18333343,137.88333355,1,"land",-0.709332200385832,0.204404131961469,0.93205205269984,-0.133900841407499,-0.357046695041188,-0.710371357845594,2.22714597631345
790,-19.18333343,138.71666689,1,"land",-0.689779936536169,0.438623633214649,1.06256631293689,-0.317555502757674,-0.284708998846977,-0.211117452958671,0.580479158661849
791,-19.18333343,139.55000023,1,"land",-0.724371900532249,0.716632240220395,1.07117870081569,-0.421745569651234,-0.219343323210693,0.623485107921724,0.112512943896649
792,-19.18333343,140.38333357,1,"land",-0.726821673882888,0.705721650219226,1.13307447679082,-0.46003979450729,-0.168781863538302,-0.623462724707652,1.23766150769133
793,-19.18333343,141.21666691,1,"land",-0.701474568991832,0.69938510481194,1.1422521495928,-0.497576119400907,-0.188139201425673,-0.741890091173783,0.898102789556133
794,-19.18333343,142.05000025,1,"land",-0.685810671107693,0.864250509425485,1.12450885870677,-0.668332738257115,-0.138068914694336,-0.436910313170154,-0.870053189273118
795,-19.18333343,142.88333359,1,"land",-0.648515330624925,1.10100600609843,0.871174419179811,-0.670404121210346,-0.0358146139819017,0.443151324729087,-0.962176733207326
796,-19.18333343,143.71666693,1,"land",-0.614439330059304,1.36668486660391,0.269509791040014,-0.753844761605466,0.12507695187563,1.65945325730522,0.292193829131943
797,-19.18333343,144.55000027,1,"land",-0.524066685949587,1.26788569735586,0.135985174975034,-0.797509622402257,0.187871179785191,0.949464054313145,0.631917140710936
798,-19.18333343,145.38333361,1,"land",-0.453028763280591,1.44535009248564,0.273158734450209,-0.92758206313203,0.180752319745929,0.122627377641017,-0.269442636674739
799,-19.18333343,146.21666695,0.86,"land",-0.207063203746046,2.44673822659871,0.176766637165092,-1.20744698793651,0.594952531725966,2.90191078764523,-0.661361793222164
800,-19.18333343,147.05000029,0.34,"land",-0.195239038322965,2.9738206319672,0.456356919933467,-1.25887311383618,0.899086084825611,2.01564840697984,0.137101424067069
801,-19.18333343,147.88333363,0.01,"land",-0.286959638458534,2.55617117661826,0.509736995586258,-1.33238490424774,0.982337336329468,-0.954801983297037,0.873804049700341
802,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
803,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
804,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
805,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
806,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
807,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
808,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
809,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
810,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
811,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
812,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
813,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
814,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
815,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
816,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
817,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
818,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
819,-20.01666677,117.88333339,0.02,"land",-0.412907592046724,0.0860796310906879,1.13607808697528,-0.511790123155458,-0.59392974209334,-0.952689996673559,0.157028226934426
820,-20.01666677,118.71666673,0.23,"land",-0.434447908072461,-0.0266703741686975,1.20183821724223,-0.493714073872923,-0.584892965179477,-0.798296982022891,-0.75028396849327
821,-20.01666677,119.55000007,0.54,"land",-0.453452734847509,0.0319525638204616,1.37558620592713,-0.434349148634228,-0.529802869030519,-0.40342448982763,-0.780906465258175
822,-20.01666677,120.38333341,0.71,"land",-0.462597751922033,0.178633037495902,1.34185394116804,-0.440748491836705,-0.521248956841793,0.0590137228080126,-1.26603132836071
823,-20.01666677,121.21666675,0.98,"land",-0.549481564991241,0.210299858185566,1.37324681677014,-0.357048309004984,-0.493339683169482,0.296710610989266,-1.01952742491194
824,-20.01666677,122.05000009,1,"land",-0.579767571670256,0.191974388854406,1.46610734484152,-0.105661858294499,-0.476275010274704,-0.120916152915691,-1.12214620084529
825,-20.01666677,122.88333343,1,"land",-0.597976351899944,-0.114915682338731,1.52544742135891,0.0274176248843463,-0.497305300767341,-0.233357846441193,-1.03415887444476
826,-20.01666677,123.71666677,1,"land",-0.629943628732319,-0.108867003011909,1.43705385839641,0.0747838942670233,-0.511797757333924,-0.11710172109496,-1.02921731847031
827,-20.01666677,124.55000011,1,"land",-0.67120387691476,-0.160552252074001,1.41198344956826,0.113137822895388,-0.54246056408182,-0.0668210327334926,-1.02050556028735
828,-20.01666677,125.38333345,1,"land",-0.697917421690922,-0.174796094631531,1.45062789190557,0.121533074471008,-0.579785535193981,-0.37465419079515,-1.01344095833881
829,-20.01666677,126.21666679,1,"land",-0.701313875135914,-0.0875491037007857,1.39826775754614,0.093993188737154,-0.593293706074737,-0.449315886834732,-1.02471499834029
830,-20.01666677,127.05000013,1,"land",-0.70513665624043,0.00130287641442944,1.26024874408881,0.160025335613326,-0.600043381206665,-0.612257562950575,-1.12840555162423
831,-20.01666677,127.88333347,1,"land",-0.689720909118742,-0.0763396877582734,1.16655400477441,0.132008044998256,-0.589674617940805,-0.264336213851831,-1.10011965340867
832,-20.01666677,128.71666681,1,"land",-0.667965917610908,-0.0837652359793868,0.959940791371672,0.300830712226171,-0.534741828893238,-0.406142552707301,-1.18893972140023
833,-20.01666677,129.55000015,1,"land",-0.651426418567777,-0.00361567637278454,0.835804761894645,0.386654997568558,-0.473507386172121,-0.521473908464785,-1.56073754762207
834,-20.01666677,130.38333349,1,"land",-0.690651190391546,0.372523451377393,0.870145033985587,0.457229812977033,-0.450701809278154,-0.509878227871981,-1.30075635598415
835,-20.01666677,131.21666683,1,"land",-0.725477085192929,0.490464551097207,0.874959174878628,0.448284610804411,-0.451525750056769,-0.268770883474468,-0.956814268336052
836,-20.01666677,132.05000017,1,"land",-0.7197926573232,0.317598351051219,0.918752791734879,0.401153326457651,-0.459408782960136,-0.435538778859106,-1.53772269771768
837,-20.01666677,132.88333351,1,"land",-0.722735437839167,0.219553860365201,0.980965612953314,0.293920845446141,-0.467839975113739,-0.44084817251787,-1.56737207719998
838,-20.01666677,133.71666685,1,"land",-0.741016360373445,0.230814099025423,1.00500663658723,0.151510901790342,-0.463567758728456,-0.574349913534317,-1.46767143131794
839,-20.01666677,134.55000019,1,"land",-0.746664717090879,0.306158875020143,0.881109852598771,0.123247361276656,-0.456778079719883,-0.130275250407708,-0.450120856944843
840,-20.01666677,135.38333353,1,"land",-0.758713534901477,0.286246359639583,0.931696782143511,0.203929912688368,-0.513049955533052,-0.541074356461889,0.216898873935693
841,-20.01666677,136.21666687,1,"land",-0.721567952251864,0.171397007577089,0.884295145447478,0.239037983778425,-0.539463201339073,-0.637971778699644,-0.210601265959834
842,-20.01666677,137.05000021,1,"land",-0.703372297334529,0.209742845079063,0.860608043241194,0.230589787348117,-0.53104383100812,-0.585861617076605,1.70812612177195
843,-20.01666677,137.88333355,1,"land",-0.685100121533423,0.355654382674345,0.88247966793368,0.158768176936033,-0.490573010668722,-0.684004148134752,2.59559442195243
844,-20.01666677,138.71666689,1,"land",-0.683289850097259,0.574783125394723,0.836955118961847,-0.000705104845592798,-0.42812878922975,-0.44390200732853,1.87371410792068
845,-20.01666677,139.55000023,1,"land",-0.686787959555554,0.574971867777668,0.829171545811286,-0.159540344803904,-0.294812301804233,0.249121071969981,-0.58853957961467
846,-20.01666677,140.38333357,1,"land",-0.684390656178759,0.446917241213439,1.01546912961634,-0.181231739121299,-0.281117507165918,-0.310443736785292,1.32214419808138
847,-20.01666677,141.21666691,1,"land",-0.681582329319194,0.378593080526783,1.06253348413864,-0.268697314959041,-0.293845620752136,-0.74386471016506,2.10790771338728
848,-20.01666677,142.05000025,1,"land",-0.659516886122285,0.558416270493777,0.994747412281492,-0.346606682471326,-0.261990530119903,-0.571856323184404,1.28057065194887
849,-20.01666677,142.88333359,1,"land",-0.614325653803632,0.657102155516083,0.813524351207597,-0.348456823521134,-0.20973060759337,0.0748590509701663,-0.327679741745522
850,-20.01666677,143.71666693,1,"land",-0.597565307566796,0.82352541221332,0.35546547845079,-0.469243637927498,-0.0791410449924598,2.29442332522566,-0.31819929901701
851,-20.01666677,144.55000027,1,"land",-0.49767015030608,1.14712180302493,-0.0641971916485785,-0.557398398065211,0.056999650244051,0.816400663280063,0.663991568082607
852,-20.01666677,145.38333361,1,"land",-0.435725118768985,1.17701002257459,0.190949127715661,-0.627665232127475,0.0860027170119965,1.325383352054,0.617586689474852
853,-20.01666677,146.21666695,1,"land",-0.374157249702332,1.15009144037386,0.416858479132279,-0.767233952113141,0.115628058172178,-0.252585627113511,-0.350447570577458
854,-20.01666677,147.05000029,1,"land",-0.284832941700272,1.7087380510974,0.413919627125177,-0.937354106226813,0.403857416800445,1.29709238653096,-0.0479049230595584
855,-20.01666677,147.88333363,0.68,"land",-0.241136806518307,2.23682333223138,0.431445708291325,-1.15194298173953,0.575187615457702,0.84724384978342,0.707795765553038
856,-20.01666677,148.71666697,0.19,"land",0.392727457908251,3.92822393947691,0.359011438370606,-1.18200101488129,1.44157818020436,0.839255094230537,0.504689550422433
857,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
858,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
859,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
860,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
861,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
862,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
863,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
864,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
865,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
866,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
867,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
868,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
869,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
870,-20.85000011,115.38333337,0.03,"land",0.11321764497397,-0.390529705227039,0.938075462613095,-0.848574596803772,-0.494347392900187,-0.759097073993983,0.640161125373891
871,-20.85000011,116.21666671,0.42,"land",-0.145521355949951,-0.20361897690767,1.15480309384165,-0.376039741030501,-0.611935329590847,0.332973025638554,0.410736191675935
872,-20.85000011,117.05000005,0.73,"land",-0.270338176583223,-0.216403218169751,1.2952496395307,-0.225813334444597,-0.612389682861358,0.204114687465237,0.532340027182924
873,-20.85000011,117.88333339,0.85,"land",-0.311883428569549,-0.0911191086501423,1.37113632978172,-0.0953684773539703,-0.590722953749347,-0.146592280899049,-0.181366991840949
874,-20.85000011,118.71666673,1,"land",-0.475106226719868,-0.0861717498568981,1.33951365259191,0.012653895830047,-0.596041602739524,0.0941884217295593,-0.642896782604812
875,-20.85000011,119.55000007,1,"land",-0.48847119330613,-0.0148313966600509,1.45174901785105,-0.0131543552096004,-0.579339197338827,0.249322753162296,-0.338194347946427
876,-20.85000011,120.38333341,1,"land",-0.461071129015246,0.140092735205744,1.38852839749751,0.0617574323382803,-0.557825273519581,0.0427452729552254,-0.34982532707044
877,-20.85000011,121.21666675,1,"land",-0.486999823898523,0.0389940319611725,1.32141284260173,0.254016195818528,-0.560996669595765,-0.391096249998619,-0.955038998010702
878,-20.85000011,122.05000009,1,"land",-0.535660746611554,0.0976514983616001,1.31733082888046,0.320391019818026,-0.572709643637043,-0.436661107440123,-1.14907773763232
879,-20.85000011,122.88333343,1,"land",-0.561469155669634,-0.0255564449456112,1.36504321488589,0.30399433626677,-0.586135793760653,-0.510249736892622,-0.953785260251682
880,-20.85000011,123.71666677,1,"land",-0.589825731007649,-0.0348748484316573,1.32740207458805,0.352462985113245,-0.599819535177791,-0.569257122750677,-0.959175215544374
881,-20.85000011,124.55000011,1,"land",-0.6199663480075,-0.114995796012068,1.25283887958674,0.394919351439607,-0.612853735150451,-0.560995688774941,-1.01404487489822
882,-20.85000011,125.38333345,1,"land",-0.643224422346433,-0.133049014639771,1.23246253919779,0.3946877458625,-0.631522332918242,-0.498353782984097,-1.01501489405397
883,-20.85000011,126.21666679,1,"land",-0.663374664584678,-0.0670321471431882,1.22846012406953,0.395353273950801,-0.648128406934374,-0.422240561511921,-1.01593918311187
884,-20.85000011,127.05000013,1,"land",-0.672403065500366,-0.119799221765081,1.13103144623715,0.395071201788799,-0.65030900251225,-0.335908780872099,-1.02805512817817
885,-20.85000011,127.88333347,1,"land",-0.667103420913891,-0.0837531122394751,1.05106049371704,0.487082149725893,-0.64267722909028,-0.342988199535578,-0.982418846844789
886,-20.85000011,128.71666681,1,"land",-0.656991696957859,0.106626654523266,0.980027069091214,0.570726458838623,-0.600888513425882,-0.483641208140266,-0.983599364084539
887,-20.85000011,129.55000015,1,"land",-0.652235350646154,0.238474750810904,0.916870757205465,0.610030465987086,-0.545522269747845,-0.57519230725769,-1.37606946358565
888,-20.85000011,130.38333349,1,"land",-0.698775560659135,0.387425855486926,0.877541856910271,0.655784733517428,-0.507449412802785,-0.602918906119941,-1.10277348269407
889,-20.85000011,131.21666683,1,"land",-0.69416569867139,0.262490909676774,0.80125897253251,0.589049433911538,-0.490824233550048,-0.574938161701158,-0.326535965672175
890,-20.85000011,132.05000017,1,"land",-0.663963875389711,0.0724041494602181,0.749030153366051,0.527498224120075,-0.489503117418877,-0.311880715280535,-1.25285058763815
891,-20.85000011,132.88333351,1,"land",-0.65602096595358,-0.00556711354897056,0.714839634560246,0.480479137805804,-0.49278109289926,-0.279065550037997,-1.48071166544214
892,-20.85000011,133.71666685,1,"land",-0.696192417871701,0.0584717415335397,0.755013089418459,0.474031130396464,-0.494388421578795,-0.266987572039854,-1.31905843131011
893,-20.85000011,134.55000019,1,"land",-0.694901393800382,0.187242056712236,0.665715610230364,0.379053468218763,-0.474013125941085,-0.0518220160881439,-1.28057829939215
894,-20.85000011,135.38333353,1,"land",-0.686504832285603,0.181696173127031,0.650393105932587,0.381922854045645,-0.525925128201026,0.165595760070312,-0.862174172681178
895,-20.85000011,136.21666687,1,"land",-0.70163526284775,0.0456999149811279,0.725922726789018,0.481213606853828,-0.578013945399733,-0.728909027721844,-1.10853861678573
896,-20.85000011,137.05000021,1,"land",-0.678802421523546,0.0621672514384622,0.758763667190338,0.460156874900938,-0.583837675357612,-0.581747184482306,0.733576195487671
897,-20.85000011,137.88333355,1,"land",-0.656515078188892,0.145775277587233,0.793881936828684,0.432758475842593,-0.57017647958367,-0.803172164932221,1.96993756457805
898,-20.85000011,138.71666689,1,"land",-0.637316989268975,0.221234501686719,0.759720649144602,0.328459365078098,-0.515788299579537,-0.288632392785205,1.99649383529493
899,-20.85000011,139.55000023,1,"land",-0.634118416327368,0.480229592873837,0.603583736733624,0.159131356109473,-0.391652793344169,-0.0936481743593423,0.0205083505795613
900,-20.85000011,140.38333357,1,"land",-0.664361783985318,0.513938439324307,0.800970708701362,0.0403555449922692,-0.341887311996819,0.277160889900162,0.125882713993146
901,-20.85000011,141.21666691,1,"land",-0.658114364659695,0.360197875443651,0.933144397233161,-0.00377207636422817,-0.403185621840301,-0.385847020019859,2.24698550800171
902,-20.85000011,142.05000025,1,"land",-0.639873891856893,0.51959295161912,0.879405003637956,-0.0369128518324002,-0.367996923621097,-0.713946463589295,3.02060576236225
903,-20.85000011,142.88333359,1,"land",-0.619151953130336,0.627294631579277,0.813858935123938,-0.0901172489578524,-0.345928838140114,-0.511429537799895,2.92385169693592
904,-20.85000011,143.71666693,1,"land",-0.578664565873978,0.627280083091383,0.71450999744912,-0.198909462858771,-0.282480274176889,-0.23201727973214,2.58433853435621
905,-20.85000011,144.55000027,1,"land",-0.482684004353114,0.684301426543247,0.475124199498942,-0.298993937892779,-0.182604685221908,0.523176650315637,0.57874961843435
906,-20.85000011,145.38333361,1,"land",-0.420931400945806,0.853992661581161,0.297615739431728,-0.287801395611556,-0.017683305243521,0.352039938305786,-0.630890624681827
907,-20.85000011,146.21666695,1,"land",-0.369118881190661,0.866730735641659,0.490481331433222,-0.394310672437742,0.0344005709457192,-0.401881424299808,0.0176165327887446
908,-20.85000011,147.05000029,1,"land",-0.334160680321712,0.92030253562393,0.413393916643723,-0.562215703950135,0.0707680110233138,0.24717593863275,0.0876312325644373
909,-20.85000011,147.88333363,1,"land",-0.235135692696766,1.30076702581492,0.232086759881178,-0.73660614221603,0.373934517070161,1.07925816596459,0.831593074875647
910,-20.85000011,148.71666697,0.76,"land",0.33154594632832,3.44321537313828,0.058614443159602,-0.947584854530731,1.61122770364155,3.83020734437916,0.536420652975506
911,-20.85000011,149.55000031,0.03,"land",0.392355153575661,3.59661385357359,0.276586870464002,-0.982128330702277,2.56823052599526,-0.860523831667406,0.406803403260757
912,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
913,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
914,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
915,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
916,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
917,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
918,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
919,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
920,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
921,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
922,-21.68333345,113.71666669,0.07,"land",0.166018722805771,-0.534149225544535,0.512340813967454,-0.306951211606632,-0.625436253657719,0.277624075287106,-0.200261202117139
923,-21.68333345,114.55000003,0.18,"land",0.0776274691766606,-0.378840286173943,0.927335948491963,-0.237105232814831,-0.643461312392532,-0.888815793672691,-0.301313198572021
924,-21.68333345,115.38333337,0.71,"land",-0.048976520675005,-0.254263524135742,1.12108521978863,-0.142498860511715,-0.59382587109433,-0.447009021926555,-0.330414122329234
925,-21.68333345,116.21666671,1,"land",-0.149013251995885,-0.052505384991079,1.15999364164057,-0.0197506082120691,-0.56018198863489,0.942312548250521,0.199530338412614
926,-21.68333345,117.05000005,1,"land",-0.233739718252569,-0.00930335921999629,1.00709688664523,0.164735850599855,-0.528597262720658,0.9435249520127,0.373171359884423
927,-21.68333345,117.88333339,1,"land",-0.295584188421156,0.123290977506686,1.09741655567451,0.256468781725518,-0.518084002377951,1.00326237609206,0.397421576964632
928,-21.68333345,118.71666673,1,"land",-0.356198819949874,0.0898700941265987,1.16590507387215,0.360632263543108,-0.563532688454608,0.809207594539292,-0.22392530595848
929,-21.68333345,119.55000007,1,"land",-0.418503499640691,-0.027508464061313,1.13220518820173,0.401715217809115,-0.586862927353793,0.289015928418151,-0.339685986939686
930,-21.68333345,120.38333341,1,"land",-0.430874778957543,-0.050922024558612,1.0473800706373,0.423728111307961,-0.581236581574089,0.122604007151502,-0.0303166387074931
931,-21.68333345,121.21666675,1,"land",-0.515096207381342,-0.238009177541176,1.15291206512094,0.549236254969046,-0.623220082811683,-0.117716780595983,-0.511323087596891
932,-21.68333345,122.05000009,1,"land",-0.523916917691243,-0.0868620271125102,1.18077831831452,0.674340665950973,-0.660221289703533,-0.382235427695588,-0.756269113227457
933,-21.68333345,122.88333343,1,"land",-0.524146480342554,0.0124105499316028,1.23410577794821,0.645763511659725,-0.672261431771643,-0.539620412217698,-0.990078289150101
934,-21.68333345,123.71666677,1,"land",-0.553056195333307,-0.0252672210062778,1.23377029461274,0.613937570965869,-0.676437243572221,-0.643758972818242,-1.02257371268977
935,-21.68333345,124.55000011,1,"land",-0.567128448409831,-0.053030391424215,1.18159229262712,0.612626340947617,-0.680449709259838,-0.418201009873822,-1.0731423865238
